"title"|"film_language"|"category"|"first_name"|"last_name"|"length"|"rating"|"rental_rate"|"replacement_cost"|"total_earning"
"Fellowship Autumn"|"English             "|"Travel"|"Mena"|"Temple"|77|"NC-17"|4,99|9,99|137,76
"Fellowship Autumn"|"English             "|"Travel"|"Ray"|"Johansson"|77|"NC-17"|4,99|9,99|137,76
"Fellowship Autumn"|"English             "|"Travel"|"Fay"|"Kilmer"|77|"NC-17"|4,99|9,99|137,76
"Fellowship Autumn"|"English             "|"Travel"|"Dan"|"Harris"|77|"NC-17"|4,99|9,99|137,76
"Fellowship Autumn"|"English             "|"Travel"|"Christopher"|"West"|77|"NC-17"|4,99|9,99|137,76
"Fellowship Autumn"|"English             "|"Travel"|"Christian"|"Neeson"|77|"NC-17"|4,99|9,99|137,76
"Steel Santa"|"English             "|"Classics"|"Uma"|"Wood"|143|"NC-17"|4,99|15,99|136,78
"Steel Santa"|"English             "|"Classics"|"James"|"Pitt"|143|"NC-17"|4,99|15,99|136,78
"Steel Santa"|"English             "|"Classics"|"Mary"|"Keitel"|143|"NC-17"|4,99|15,99|136,78
"Confidential Interview"|"English             "|"Music"|"Parker"|"Goldberg"|180|"NC-17"|4,99|13,99|136,76
"Confidential Interview"|"English             "|"Music"|"Sylvester"|"Dern"|180|"NC-17"|4,99|13,99|136,76
"Trip Newton"|"English             "|"Action"|"Woody"|"Jolie"|64|"PG-13"|4,99|14,99|135,74
"Trip Newton"|"English             "|"Action"|"Penelope"|"Monroe"|64|"PG-13"|4,99|14,99|135,74
"Trip Newton"|"English             "|"Action"|"Matthew"|"Carrey"|64|"PG-13"|4,99|14,99|135,74
"Trip Newton"|"English             "|"Action"|"Kevin"|"Garland"|64|"PG-13"|4,99|14,99|135,74
"Flintstones Happiness"|"English             "|"Comedy"|"Debbie"|"Akroyd"|148|"PG-13"|4,99|11,99|134,83
"Flintstones Happiness"|"English             "|"Comedy"|"Humphrey"|"Willis"|148|"PG-13"|4,99|11,99|134,83
"Flintstones Happiness"|"English             "|"Comedy"|"Bela"|"Walken"|148|"PG-13"|4,99|11,99|134,83
"Flintstones Happiness"|"English             "|"Comedy"|"Albert"|"Nolte"|148|"PG-13"|4,99|11,99|134,83
"Garden Island"|"English             "|"Sci-Fi"|"Jada"|"Ryder"|80|"G"|4,99|21,99|134,82
"Garden Island"|"English             "|"Sci-Fi"|"Warren"|"Nolte"|80|"G"|4,99|21,99|134,82
"Garden Island"|"English             "|"Sci-Fi"|"Mary"|"Tandy"|80|"G"|4,99|21,99|134,82
"Suit Walls"|"English             "|"Games"|"Penelope"|"Pinkett"|111|"R"|4,99|12,99|134,81
"Eagles Panky"|"English             "|"New"|"Chris"|"Depp"|140|"NC-17"|4,99|14,99|134,81
"Eagles Panky"|"English             "|"New"|"Jude"|"Cruise"|140|"NC-17"|4,99|14,99|134,81
"Eagles Panky"|"English             "|"New"|"Mae"|"Hoffman"|140|"NC-17"|4,99|14,99|134,81
"Eagles Panky"|"English             "|"New"|"Scarlett"|"Damon"|140|"NC-17"|4,99|14,99|134,81
"Suit Walls"|"English             "|"Games"|"Gene"|"Hopkins"|111|"R"|4,99|12,99|134,81
"Suit Walls"|"English             "|"Games"|"Jessica"|"Bailey"|111|"R"|4,99|12,99|134,81
"Suit Walls"|"English             "|"Games"|"Morgan"|"Mcdormand"|111|"R"|4,99|12,99|134,81
"Suit Walls"|"English             "|"Games"|"Tom"|"Miranda"|111|"R"|4,99|12,99|134,81
"Eagles Panky"|"English             "|"New"|"Fred"|"Costner"|140|"NC-17"|4,99|14,99|134,81
"Eagles Panky"|"English             "|"New"|"Frances"|"Day-Lewis"|140|"NC-17"|4,99|14,99|134,81
"Flamingos Connecticut"|"English             "|"New"|"Rita"|"Reynolds"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Kenneth"|"Torn"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Jon"|"Chase"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Jane"|"Jackman"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Fay"|"Kilmer"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Albert"|"Johansson"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Gene"|"Willis"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Goldie"|"Brody"|80|"PG-13"|4,99|28,99|134,78
"Flamingos Connecticut"|"English             "|"New"|"Tom"|"Miranda"|80|"PG-13"|4,99|28,99|134,78
"Attraction Newton"|"English             "|"New"|"Uma"|"Wood"|83|"PG-13"|4,99|14,99|133,78
"Attraction Newton"|"English             "|"New"|"Rip"|"Winslet"|83|"PG-13"|4,99|14,99|133,78
"Attraction Newton"|"English             "|"New"|"Gary"|"Penn"|83|"PG-13"|4,99|14,99|133,78
"Attraction Newton"|"English             "|"New"|"Christopher"|"West"|83|"PG-13"|4,99|14,99|133,78
"Trading Pinocchio"|"English             "|"Sports"|"Bette"|"Nicholson"|170|"PG"|4,99|22,99|133,77
"Trading Pinocchio"|"English             "|"Sports"|"Nick"|"Stallone"|170|"PG"|4,99|22,99|133,77
"Trading Pinocchio"|"English             "|"Sports"|"Milla"|"Keitel"|170|"PG"|4,99|22,99|133,77
"Easy Gladiator"|"English             "|"Action"|"Ed"|"Mansfield"|148|"G"|4,99|12,99|132,8
"Easy Gladiator"|"English             "|"Action"|"Matthew"|"Leigh"|148|"G"|4,99|12,99|132,8
"Heartbreakers Bright"|"English             "|"Children"|"Christopher"|"West"|59|"G"|4,99|9,99|132,8
"Heartbreakers Bright"|"English             "|"Children"|"Gina"|"Degeneres"|59|"G"|4,99|9,99|132,8
"Heartbreakers Bright"|"English             "|"Children"|"Kim"|"Allen"|59|"G"|4,99|9,99|132,8
"Heartbreakers Bright"|"English             "|"Children"|"Matthew"|"Carrey"|59|"G"|4,99|9,99|132,8
"Heartbreakers Bright"|"English             "|"Children"|"Oprah"|"Kilmer"|59|"G"|4,99|9,99|132,8
"Easy Gladiator"|"English             "|"Action"|"Fred"|"Costner"|148|"G"|4,99|12,99|132,8
"Durham Panky"|"English             "|"Sports"|"Scarlett"|"Bening"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Ben"|"Willis"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Fay"|"Wood"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Frances"|"Tomei"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Matthew"|"Johansson"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Milla"|"Keitel"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Morgan"|"Williams"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Susan"|"Davis"|154|"R"|4,99|14,99|132,76
"Durham Panky"|"English             "|"Sports"|"Woody"|"Hoffman"|154|"R"|4,99|14,99|132,76
"Moonshine Cabin"|"English             "|"Games"|"Carmen"|"Hunt"|171|"PG-13"|4,99|25,99|131,8
"Moonshine Cabin"|"English             "|"Games"|"William"|"Hackman"|171|"PG-13"|4,99|25,99|131,8
"Moonshine Cabin"|"English             "|"Games"|"Matthew"|"Carrey"|171|"PG-13"|4,99|25,99|131,8
"Moonshine Cabin"|"English             "|"Games"|"Jodie"|"Degeneres"|171|"PG-13"|4,99|25,99|131,8
"Moonshine Cabin"|"English             "|"Games"|"Gregory"|"Gooding"|171|"PG-13"|4,99|25,99|131,8
"Name Detective"|"English             "|"Games"|"John"|"Suvari"|178|"PG-13"|4,99|11,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Vivien"|"Bergen"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Val"|"Bolger"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Spencer"|"Peck"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Kirsten"|"Paltrow"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Henry"|"Berry"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Audrey"|"Bailey"|61|"PG-13"|4,99|18,99|131,78
"Drifter Commandments"|"English             "|"Action"|"Al"|"Garland"|61|"PG-13"|4,99|18,99|131,78
"Name Detective"|"English             "|"Games"|"Warren"|"Jackman"|178|"PG-13"|4,99|11,99|131,78
"Name Detective"|"English             "|"Games"|"Cate"|"Mcqueen"|178|"PG-13"|4,99|11,99|131,78
"Aladdin Calendar"|"English             "|"Sports"|"Alec"|"Wayne"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Judy"|"Dean"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Ray"|"Johansson"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Renee"|"Tracy"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Jada"|"Ryder"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Rock"|"Dukakis"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Greta"|"Malden"|63|"NC-17"|4,99|24,99|131,77
"Aladdin Calendar"|"English             "|"Sports"|"Val"|"Bolger"|63|"NC-17"|4,99|24,99|131,77
"Coneheads Smoochy"|"English             "|"Drama"|"Richard"|"Penn"|112|"NC-17"|4,99|12,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Johnny"|"Cage"|147|"NC-17"|4,99|28,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Helen"|"Voight"|147|"NC-17"|4,99|28,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Alec"|"Wayne"|112|"NC-17"|4,99|12,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Audrey"|"Olivier"|112|"NC-17"|4,99|12,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Dan"|"Torn"|112|"NC-17"|4,99|12,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Julia"|"Mcqueen"|112|"NC-17"|4,99|12,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Warren"|"Jackman"|112|"NC-17"|4,99|12,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Dan"|"Harris"|147|"NC-17"|4,99|28,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Gina"|"Degeneres"|112|"NC-17"|4,99|12,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Johnny"|"Lollobrigida"|112|"NC-17"|4,99|12,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Warren"|"Jackman"|147|"NC-17"|4,99|28,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Walter"|"Torn"|147|"NC-17"|4,99|28,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Kenneth"|"Torn"|147|"NC-17"|4,99|28,99|131,76
"Lies Treatment"|"English             "|"Drama"|"Jon"|"Chase"|147|"NC-17"|4,99|28,99|131,76
"Coneheads Smoochy"|"English             "|"Drama"|"Julia"|"Barrymore"|112|"NC-17"|4,99|12,99|131,76
"Midsummer Groundhog"|"English             "|"Documentary"|"Jada"|"Ryder"|48|"G"|4,99|27,99|129,82
"Midsummer Groundhog"|"English             "|"Documentary"|"Bela"|"Walken"|48|"G"|4,99|27,99|129,82
"Details Packer"|"English             "|"Games"|"Salma"|"Nolte"|88|"R"|4,99|17,99|128,82
"Details Packer"|"English             "|"Games"|"Michelle"|"Mcconaughey"|88|"R"|4,99|17,99|128,82
"Queen Luke"|"English             "|"Drama"|"Mary"|"Tandy"|163|"PG"|4,99|22,99|128,79
"Queen Luke"|"English             "|"Drama"|"Ewan"|"Gooding"|163|"PG"|4,99|22,99|128,79
"Queen Luke"|"English             "|"Drama"|"Spencer"|"Peck"|163|"PG"|4,99|22,99|128,79
"Queen Luke"|"English             "|"Drama"|"River"|"Dean"|163|"PG"|4,99|22,99|128,79
"Queen Luke"|"English             "|"Drama"|"Rip"|"Winslet"|163|"PG"|4,99|22,99|128,79
"Queen Luke"|"English             "|"Drama"|"Jayne"|"Silverstone"|163|"PG"|4,99|22,99|128,79
"Tourist Pelican"|"English             "|"Sports"|"Ben"|"Harris"|152|"PG-13"|4,99|18,99|126,81
"Tourist Pelican"|"English             "|"Sports"|"Penelope"|"Monroe"|152|"PG-13"|4,99|18,99|126,81
"Tourist Pelican"|"English             "|"Sports"|"Olympia"|"Pfeiffer"|152|"PG-13"|4,99|18,99|126,81
"Kiss Glory"|"English             "|"Foreign"|"Tom"|"Miranda"|163|"PG-13"|4,99|11,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Helen"|"Voight"|163|"PG-13"|4,99|11,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Humphrey"|"Garland"|163|"PG-13"|4,99|11,99|126,79
"Sabrina Midnight"|"English             "|"Children"|"Meg"|"Hawke"|99|"PG"|4,99|11,99|126,79
"Sabrina Midnight"|"English             "|"Children"|"Kevin"|"Bloom"|99|"PG"|4,99|11,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Nick"|"Wahlberg"|140|"PG"|4,99|15,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Michael"|"Bolger"|140|"PG"|4,99|15,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Groucho"|"Dunst"|163|"PG-13"|4,99|11,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Mena"|"Temple"|140|"PG"|4,99|15,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Meg"|"Hawke"|140|"PG"|4,99|15,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Fay"|"Wood"|140|"PG"|4,99|15,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Cuba"|"Olivier"|163|"PG-13"|4,99|11,99|126,79
"Liaisons Sweet"|"English             "|"Travel"|"Christian"|"Neeson"|140|"PG"|4,99|15,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Oprah"|"Kilmer"|163|"PG-13"|4,99|11,99|126,79
"Kiss Glory"|"English             "|"Foreign"|"Julia"|"Mcqueen"|163|"PG-13"|4,99|11,99|126,79
"Sabrina Midnight"|"English             "|"Children"|"Chris"|"Depp"|99|"PG"|4,99|11,99|126,79
"Sabrina Midnight"|"English             "|"Children"|"Christian"|"Akroyd"|99|"PG"|4,99|11,99|126,79
"Seattle Expecations"|"English             "|"Drama"|"Scarlett"|"Bening"|110|"PG-13"|4,99|18,99|125,8
"Seattle Expecations"|"English             "|"Drama"|"Milla"|"Peck"|110|"PG-13"|4,99|18,99|125,8
"Seattle Expecations"|"English             "|"Drama"|"Elvis"|"Marx"|110|"PG-13"|4,99|18,99|125,8
"Seattle Expecations"|"English             "|"Drama"|"Gregory"|"Gooding"|110|"PG-13"|4,99|18,99|125,8
"Seattle Expecations"|"English             "|"Drama"|"Fay"|"Wood"|110|"PG-13"|4,99|18,99|125,8
"Seattle Expecations"|"English             "|"Drama"|"Kenneth"|"Torn"|110|"PG-13"|4,99|18,99|125,8
"Beauty Grease"|"English             "|"Drama"|"Nick"|"Degeneres"|175|"G"|4,99|28,99|125,79
"Beauty Grease"|"English             "|"Drama"|"Cameron"|"Zellweger"|175|"G"|4,99|28,99|125,79
"Beauty Grease"|"English             "|"Drama"|"Michael"|"Bening"|175|"G"|4,99|28,99|125,79
"Beauty Grease"|"English             "|"Drama"|"Lucille"|"Dee"|175|"G"|4,99|28,99|125,79
"Beauty Grease"|"English             "|"Drama"|"Ed"|"Mansfield"|175|"G"|4,99|28,99|125,79
"Movie Shakespeare"|"English             "|"Family"|"Russell"|"Bacall"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Cameron"|"Streep"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Morgan"|"Williams"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Fay"|"Kilmer"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"River"|"Dean"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Cameron"|"Zellweger"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Helen"|"Voight"|53|"PG"|4,99|27,99|125,78
"Movie Shakespeare"|"English             "|"Family"|"Gina"|"Degeneres"|53|"PG"|4,99|27,99|125,78
"Gleaming Jawbreaker"|"English             "|"Sports"|"Penelope"|"Guiness"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"Albert"|"Nolte"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"Ian"|"Tandy"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"Jayne"|"Silverstone"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"John"|"Suvari"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"Mary"|"Tandy"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"Nick"|"Degeneres"|89|"NC-17"|2,99|25,99|125,72
"Gleaming Jawbreaker"|"English             "|"Sports"|"River"|"Dean"|89|"NC-17"|2,99|25,99|125,72
"Chance Resurrection"|"English             "|"Sports"|"Christian"|"Akroyd"|70|"R"|2,99|22,99|124,76
"Chance Resurrection"|"English             "|"Sports"|"Whoopi"|"Hurt"|70|"R"|2,99|22,99|124,76
"Chance Resurrection"|"English             "|"Sports"|"Meryl"|"Allen"|70|"R"|2,99|22,99|124,76
"Chance Resurrection"|"English             "|"Sports"|"Milla"|"Peck"|70|"R"|2,99|22,99|124,76
"Chance Resurrection"|"English             "|"Sports"|"Ben"|"Willis"|70|"R"|2,99|22,99|124,76
"Chance Resurrection"|"English             "|"Sports"|"Angela"|"Witherspoon"|70|"R"|2,99|22,99|124,76
"Calendar Gunfight"|"English             "|"Foreign"|"Greta"|"Keitel"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Gina"|"Degeneres"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Gary"|"Phoenix"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Whoopi"|"Hurt"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Tim"|"Hackman"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Milla"|"Peck"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Cameron"|"Streep"|120|"NC-17"|4,99|22,99|123,82
"Calendar Gunfight"|"English             "|"Foreign"|"Bette"|"Nicholson"|120|"NC-17"|4,99|22,99|123,82
"Heavyweights Beast"|"English             "|"Documentary"|"Ben"|"Willis"|102|"G"|4,99|25,99|123,78
"Heavyweights Beast"|"English             "|"Documentary"|"Warren"|"Jackman"|102|"G"|4,99|25,99|123,78
"Heavyweights Beast"|"English             "|"Documentary"|"Rock"|"Dukakis"|102|"G"|4,99|25,99|123,78
"Heavyweights Beast"|"English             "|"Documentary"|"Dan"|"Streep"|102|"G"|4,99|25,99|123,78
"Heavyweights Beast"|"English             "|"Documentary"|"Burt"|"Temple"|102|"G"|4,99|25,99|123,78
"Satisfaction Confidential"|"English             "|"Sports"|"Gene"|"Mckellen"|75|"G"|4,99|26,99|122,84
"Satisfaction Confidential"|"English             "|"Sports"|"Cameron"|"Wray"|75|"G"|4,99|26,99|122,84
"Satisfaction Confidential"|"English             "|"Sports"|"Groucho"|"Dunst"|75|"G"|4,99|26,99|122,84
"Satisfaction Confidential"|"English             "|"Sports"|"John"|"Suvari"|75|"G"|4,99|26,99|122,84
"Satisfaction Confidential"|"English             "|"Sports"|"Kevin"|"Garland"|75|"G"|4,99|26,99|122,84
"Yentl Idaho"|"English             "|"Horror"|"Reese"|"West"|86|"R"|4,99|11,99|122,79
"Coma Head"|"English             "|"Travel"|"Renee"|"Tracy"|109|"NC-17"|4,99|10,99|122,77
"Coma Head"|"English             "|"Travel"|"Cameron"|"Wray"|109|"NC-17"|4,99|10,99|122,77
"Coma Head"|"English             "|"Travel"|"Geoffrey"|"Heston"|109|"NC-17"|4,99|10,99|122,77
"Center Dinosaur"|"English             "|"Classics"|"Ed"|"Guiness"|152|"PG"|4,99|12,99|121,79
"Center Dinosaur"|"English             "|"Classics"|"Geoffrey"|"Heston"|152|"PG"|4,99|12,99|121,79
"Center Dinosaur"|"English             "|"Classics"|"Fay"|"Winslet"|152|"PG"|4,99|12,99|121,79
"Center Dinosaur"|"English             "|"Classics"|"Alec"|"Wayne"|152|"PG"|4,99|12,99|121,79
"Sleeping Suspects"|"English             "|"Horror"|"Kirsten"|"Paltrow"|129|"PG-13"|4,99|13,99|121,78
"Sleeping Suspects"|"English             "|"Horror"|"Sandra"|"Kilmer"|129|"PG-13"|4,99|13,99|121,78
"Sleeping Suspects"|"English             "|"Horror"|"Will"|"Wilson"|129|"PG-13"|4,99|13,99|121,78
"Sleeping Suspects"|"English             "|"Horror"|"Milla"|"Keitel"|129|"PG-13"|4,99|13,99|121,78
"Princess Giant"|"English             "|"Documentary"|"Meryl"|"Gibson"|71|"NC-17"|2,99|29,99|121,77
"Princess Giant"|"English             "|"Documentary"|"Christian"|"Akroyd"|71|"NC-17"|2,99|29,99|121,77
"Princess Giant"|"English             "|"Documentary"|"Adam"|"Hopper"|71|"NC-17"|2,99|29,99|121,77
"Princess Giant"|"English             "|"Documentary"|"Humphrey"|"Willis"|71|"NC-17"|2,99|29,99|121,77
"Princess Giant"|"English             "|"Documentary"|"Ed"|"Guiness"|71|"NC-17"|2,99|29,99|121,77
"Pulp Beverly"|"English             "|"Horror"|"Warren"|"Nolte"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Whoopi"|"Hurt"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Greta"|"Keitel"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Kirsten"|"Paltrow"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Dustin"|"Tautou"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Angela"|"Witherspoon"|89|"G"|2,99|12,99|121,74
"Pulp Beverly"|"English             "|"Horror"|"Susan"|"Davis"|89|"G"|2,99|12,99|121,74
"Kissing Dolls"|"English             "|"Action"|"Jada"|"Ryder"|141|"R"|4,99|9,99|120,83
"Dawn Pond"|"English             "|"Games"|"Vivien"|"Basinger"|57|"PG"|4,99|27,99|120,83
"Dawn Pond"|"English             "|"Games"|"Meryl"|"Allen"|57|"PG"|4,99|27,99|120,83
"Kissing Dolls"|"English             "|"Action"|"Geoffrey"|"Heston"|141|"R"|4,99|9,99|120,83
"Kissing Dolls"|"English             "|"Action"|"Tom"|"Mckellen"|141|"R"|4,99|9,99|120,83
"Dawn Pond"|"English             "|"Games"|"Scarlett"|"Damon"|57|"PG"|4,99|27,99|120,83
"Dawn Pond"|"English             "|"Games"|"Rip"|"Winslet"|57|"PG"|4,99|27,99|120,83
"Dawn Pond"|"English             "|"Games"|"Matthew"|"Leigh"|57|"PG"|4,99|27,99|120,83
